0,1,1
0,3,1
0,4,1
0,5,1
0,7,1
0,14,1
0,20,1
0,24,1
0,25,1
0,31,1
0,34,1
0,36,1
0,37,1
0,38,1
0,40,1
0,54,1
0,55,1
0,56,1
0,61,1
0,62,1
0,69,1
0,72,1
0,74,1
0,77,1
1,3,1
1,5,1
1,9,1
1,10,1
1,12,1
1,15,1
1,18,1
1,24,1
1,32,1
1,45,1
1,50,1
1,51,1
1,57,1
1,61,1
2,0,1
2,11,1
2,17,1
2,18,1
2,46,1
2,48,1
2,50,1
2,61,1
2,77,1
3,11,1
3,13,1
3,14,1
3,21,1
3,30,1
3,65,1
3,69,1
4,3,1
4,8,1
4,11,1
4,37,1
4,38,1
4,60,1
4,71,1
5,20,1
5,51,1
5,60,1
5,67,1
5,74,1
6,33,1
6,39,1
6,60,1
6,65,1
6,67,1
7,7,1
7,11,1
7,24,1
7,51,1
7,67,1
8,11,1
8,24,1
8,39,1
8,70,1
9,3,1
9,24,1
9,27,1
9,34,1
10,3,1
10,44,1
10,51,1
10,56,1
11,3,1
11,53,1
11,55,1
11,60,1
12,36,1
12,53,1
12,60,1
13,6,1
13,47,1
13,53,1
14,6,1
14,41,1
14,43,1
15,1,1
15,2,1
15,3,1
15,41,1
15,54,1
15,56,1
16,41,1
16,73,1
16,76,1
17,31,1
17,35,1
17,76,1
18,14,1
18,15,1
18,16,1
18,17,1
18,18,1
18,19,1
18,20,1
18,21,1
18,22,1
18,23,1
18,24,1
18,25,1
18,26,1
18,27,1
18,28,1
18,29,1
18,30,1
18,31,1
18,32,1
18,33,1
18,34,1
18,35,1
18,36,1
18,37,1
18,38,1
18,39,1
18,40,1
18,41,1
18,42,1
18,43,1
18,44,1
18,45,1
18,46,1
18,47,1
18,48,1
18,49,1
18,50,1
18,51,1
18,52,1
18,53,1
18,54,1
18,55,1
18,56,1
18,57,1
18,58,1
18,59,1
18,60,1
18,61,1
18,62,1
18,63,1
18,64,1
18,65,1
18,66,1
18,67,1
18,68,1
18,69,1
18,70,1
18,71,1
18,72,1
18,73,1
18,74,1
18,75,1
18,76,1
18,77,1
19,10,1
19,53,1
19,72,1
20,18,1
20,25,1
20,53,1
21,25,1
21,26,1
21,61,1
22,11,1
22,26,1
22,62,1
23,11,1
23,16,1
23,58,1
24,2,1
24,4,1
24,16,1
24,29,1
25,2,1
25,42,1
26,33,1
26,42,1
27,42,1
27,44,1
28,35,1
28,42,1
29,42,1
29,55,1
30,3,1
30,14,1
30,55,1
31,0,1
31,14,1
31,73,1
32,63,1
32,73,1
33,28,1
33,63,1
34,28,1
34,32,1
35,14,1
35,28,1
36,14,1
36,26,1
37,14,1
37,16,1
38,14,1
38,67,1
39,67,1
39,73,1
40,10,1
40,34,1
40,67,1
41,29,1
41,67,1
42,53,1
42,67,1
43,26,1
43,53,1
44,26,1
44,34,1
45,20,1
45,34,1
46,20,1
46,46,1
47,20,1
47,38,1
48,13,1
48,20,1
49,5,1
49,13,1
50,5,1
50,8,1
51,1,1
51,2,1
51,5,1
51,62,1
52,5,1
52,28,1
53,15,1
53,28,1
54,28,1
54,52,1
55,0,1
55,26,1
55,52,1
56,52,1
56,62,1
57,10,1
57,62,1
58,57,1
58,62,1
59,20,1
59,62,1
60,35,1
60,62,1
61,0,1
61,3,1
61,4,1
61,34,1
61,35,1
62,34,1
62,43,1
63,21,1
63,43,1
64,6,1
64,18,1
64,21,1
65,1,1
65,12,1
65,21,1
66,12,1
66,20,1
67,20,1
68,20,1
68,76,1
69,28,1
69,76,1
70,5,1
70,28,1
71,4,1
71,28,1
72,4,1
72,14,1
73,4,1
73,73,1
74,4,1
74,5,1
74,34,1
75,0,1
75,17,1
75,34,1
76,17,1
76,75,1
77,17,1
77,61,1
78,61,1
78,76,1
79,0,1
79,32,1
79,76,1
80,7,1
80,8,1
80,9,1
80,10,1
80,11,1
80,65,1
80,76,1
81,60,1
81,76,1
82,60,1
82,73,1
83,43,1
83,60,1
84,5,1
84,7,1
84,27,1
84,60,1
84,67,1
85,60,1
85,75,1
86,43,1
86,75,1
87,27,1
87,51,1
87,67,1
87,73,1
87,75,1
88,32,1
88,73,1
89,1,1
89,32,1
89,37,1
90,0,1
90,32,1
90,37,1
91,32,1
91,65,1
92,42,1
92,65,1
93,42,1
93,76,1
94,0,1
94,20,1
94,42,1
95,8,1
95,42,1
96,0,1
96,42,1
96,59,1
97,5,1
97,6,1
97,7,1
97,17,1
97,59,1
98,17,1
98,22,1
99,17,1
99,47,1
100,1,1
100,19,1
100,47,1
101,19,1
101,49,1
102,49,1
102,66,1
103,49,1
103,64,1
104,12,1
104,39,1
104,64,1
105,14,1
105,64,1
106,6,1
106,14,1
107,0,1
107,6,1
107,73,1
108,9,1
108,73,1
108,75,1
109,6,1
109,73,1
110,24,1
110,73,1
111,69,1
111,73,1
112,2,1
112,58,1
112,73,1
113,45,1
113,58,1
114,0,1
114,58,1
115,0,1
115,46,1
116,46,1
117,13,1
117,14,1
117,46,1
117,77,1
118,41,1
118,77,1
119,8,1
119,41,1
120,38,1
120,41,1
121,41,1
121,70,1
122,37,1
122,70,1
123,2,1
123,14,1
123,70,1
124,12,1
124,14,1
125,4,1
125,12,1
126,10,1
126,12,1
127,10,1
127,61,1
128,43,1
128,61,1
129,30,1
129,61,1
130,27,1
130,61,1
131,0,1
131,27,1
131,49,1
132,3,1
132,27,1
132,54,1
133,6,1
133,54,1
134,4,1
134,5,1
134,6,1
134,74,1
135,12,1
135,74,1
136,56,1
136,74,1
137,50,1
137,74,1
138,50,1
138,74,1
139,50,1
139,61,1
140,61,1
140,75,1
141,19,1
141,75,1
142,54,1
142,75,1
143,39,1
143,75,1
144,4,1
144,39,1
144,64,1
145,39,1
145,44,1
146,2,1
146,33,1
146,39,1
147,23,1
147,39,1
148,23,1
148,42,1
149,10,1
149,42,1
150,1,1
150,10,1
150,44,1
151,16,1
151,44,1
152,36,1
152,44,1
153,15,1
153,36,1
154,12,1
154,36,1
155,12,1
155,64,1
156,44,1
156,64,1
157,38,1
157,44,1
158,44,1
159,7,1
159,44,1
160,3,1
160,7,1
161,7,1
161,55,1
162,3,1
162,7,1
163,3,1
163,55,1
164,32,1
164,55,1
165,0,1
165,1,1
165,17,1
165,55,1
166,0,1
166,53,1
166,55,1
167,1,1
167,53,1
168,42,1
168,53,1
169,0,1
169,53,1
170,53,1
171,50,1
171,53,1
172,20,1
172,53,1
173,20,1
173,50,1
174,20,1
174,33,1
175,24,1
175,33,1
176,24,1
176,37,1
177,24,1
177,32,1
178,24,1
178,72,1
179,53,1
179,72,1
180,11,1
180,12,1
180,13,1
180,18,1
180,53,1
181,48,1
181,53,1
182,11,1
182,48,1
183,3,1
183,48,1
183,77,1
184,22,1
184,48,1
185,22,1
185,61,1
186,22,1
186,33,1
187,33,1
187,63,1
188,0,1
188,33,1
188,60,1
189,0,1
189,1,1
189,33,1
189,55,1
190,7,1
190,33,1
191,7,1
191,26,1
192,4,1
192,26,1
193,2,1
193,26,1
193,36,1
194,13,1
194,36,1
195,0,1
195,13,1
